respondent_id,h1n1_knowledge,doctor_recc_seasonal,health_worker,health_insurance,opinion_seas_vacc_effective,opinion_seas_risk,opinion_seas_sick_from_vacc,age_group,education,income_poverty,rent_or_own,employment_industry,seasonal_vaccine
6375,1.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,15.0,0
6376,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,15.0,0
6377,1.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,3.0,2.0,0.0,4.0,0
6378,1.0,0.0,0.0,1.0,3.0,1.0,3.0,2.0,2.0,0.0,0.0,4.0,0
6379,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,0
6380,2.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,0.0,0.0,4.0,0
6381,2.0,0.0,0.0,1.0,3.0,1.0,0.0,4.0,0.0,2.0,0.0,15.0,0
6382,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,2.0,1.0,8.0,0
6383,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,3.0,1.0,1.0,15.0,0
6384,2.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,3.0,2.0,0.0,15.0,0
6385,2.0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,0.0,13.0,0
6386,1.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,15.0,0
6387,2.0,0.0,0.0,1.0,3.0,3.0,0.0,4.0,3.0,2.0,0.0,15.0,0
6388,1.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,2.0,2.0,1.0,6.0,0
6389,1.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,15.0,0
6390,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,15.0,0
6391,2.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,3.0,0.0,1.0,17.0,0
6392,0.0,0.0,0.0,0.0,3.0,1.0,3.0,3.0,3.0,1.0,0.0,15.0,0
6393,1.0,0.0,0.0,1.0,3.0,1.0,3.0,0.0,3.0,2.0,1.0,6.0,0
6394,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,2.0,1.0,3.0,0
6395,1.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,11.0,0
6396,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,2.0,1.0,7.0,0
6397,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,1.0,4.0,0
6398,2.0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,3.0,0.0,0.0,19.0,0
6399,1.0,0.0,0.0,1.0,3.0,1.0,3.0,3.0,0.0,0.0,0.0,15.0,0
6400,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,0.0,10.0,0
6401,1.0,0.0,0.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,0.0,8.0,0
6402,1.0,0.0,0.0,1.0,3.0,1.0,0.0,2.0,0.0,2.0,0.0,4.0,0
6403,2.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,2.0,0.0,0.0,2.0,0
6404,1.0,0.0,0.0,1.0,3.0,3.0,0.0,1.0,2.0,2.0,1.0,15.0,0
6405,1.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,20.0,0
6406,2.0,0.0,0.0,1.0,3.0,1.0,0.0,2.0,3.0,0.0,0.0,17.0,0
6407,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,17.0,0
6408,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,6.0,0
6409,1.0,0.0,1.0,1.0,3.0,0.0,4.0,2.0,2.0,0.0,0.0,15.0,0
6410,1.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,2.0,1.0,15.0,0
6411,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,15.0,0
6412,1.0,0.0,1.0,1.0,3.0,1.0,3.0,2.0,3.0,0.0,0.0,19.0,0
6413,1.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,2.0,2.0,0.0,15.0,0
6414,1.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,2.0,2.0,0.0,11.0,0
6415,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,9.0,0
6416,2.0,0.0,0.0,1.0,3.0,1.0,3.0,0.0,3.0,2.0,1.0,4.0,0
6417,1.0,0.0,0.0,1.0,3.0,1.0,0.0,2.0,2.0,2.0,1.0,15.0,0
6418,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,0
6419,1.0,0.0,0.0,1.0,4.0,3.0,3.0,1.0,0.0,0.0,0.0,15.0,0
6420,2.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,2.0,1.0,0.0,15.0,0
6421,1.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,15.0,0
6422,2.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,2.0,0.0,0.0,10.0,0
6423,2.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,2.0,0.0,0.0,15.0,0
6424,1.0,0.0,0.0,1.0,3.0,1.0,3.0,0.0,2.0,2.0,0.0,15.0,0
6425,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,11.0,0
6426,1.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0,1.0,0.0,15.0,0
6427,2.0,0.0,0.0,1.0,3.0,1.0,3.0,1.0,2.0,0.0,1.0,15.0,0
6428,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,15.0,0
6429,1.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,3.0,2.0,0.0,17.0,0
6430,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,2.0,2.0,0.0,15.0,0
6431,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,6.0,0
6432,1.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,2.0,2.0,0.0,15.0,0
6433,0.0,0.0,0.0,1.0,3.0,1.0,0.0,3.0,2.0,2.0,0.0,15.0,0
6434,0.0,0.0,0.0,1.0,3.0,1.0,4.0,1.0,0.0,1.0,1.0,7.0,0
6435,1.0,0.0,0.0,0.0,3.0,0.0,4.0,4.0,3.0,2.0,1.0,8.0,0
6436,2.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,10.0,0
6437,0.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,13.0,0
6438,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,13.0,0
6439,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,0
6440,1.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,2.0,0.0,15.0,0
6441,2.0,0.0,0.0,1.0,3.0,1.0,3.0,2.0,3.0,0.0,0.0,1.0,0
6442,2.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,15.0,0
6443,1.0,0.0,0.0,1.0,3.0,1.0,3.0,3.0,0.0,1.0,0.0,15.0,0
6444,1.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,2.0,2.0,0.0,12.0,0
6445,1.0,1.0,0.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,0.0,15.0,0
6446,1.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,3.0,2.0,0.0,9.0,0
6447,2.0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,0.0,10.0,0
6448,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,15.0,0
6449,1.0,0.0,0.0,1.0,2.0,0.0,1.0,3.0,2.0,2.0,0.0,2.0,0
6450,2.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,1.0,2.0,1.0,13.0,0
6451,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,15.0,0
6452,1.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,2.0,2.0,0.0,10.0,0
6453,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,8.0,0
6454,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,15.0,0
6455,1.0,0.0,0.0,1.0,3.0,0.0,4.0,4.0,0.0,2.0,0.0,12.0,0
6456,1.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,2.0,1.0,15.0,0
6457,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,17.0,0
6458,0.0,0.0,0.0,1.0,4.0,0.0,1.0,4.0,0.0,1.0,0.0,15.0,0
6459,1.0,0.0,0.0,1.0,3.0,3.0,3.0,1.0,0.0,2.0,0.0,15.0,0
6460,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,19.0,0
6461,2.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,3.0,2.0,0.0,4.0,0
6462,1.0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,0.0,2.0,0.0,4.0,0
6463,1.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,2.0,2.0,0.0,4.0,0
6464,1.0,1.0,0.0,1.0,3.0,1.0,3.0,1.0,2.0,0.0,0.0,15.0,0
6465,1.0,0.0,0.0,1.0,4.0,3.0,3.0,0.0,0.0,1.0,1.0,15.0,0
6466,2.0,0.0,0.0,1.0,3.0,0.0,3.0,3.0,2.0,2.0,0.0,7.0,0
6467,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,2.0,1.0,13.0,0
6468,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,15.0,0
6469,2.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,2.0,2.0,1.0,15.0,0
6470,2.0,0.0,0.0,1.0,2.0,0.0,1.0,4.0,2.0,2.0,0.0,10.0,0
6471,1.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,2.0,1.0,7.0,0
6472,1.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,13.0,0
6473,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,11.0,0
6474,0.0,0.0,0.0,1.0,3.0,1.0,1.0,3.0,0.0,2.0,0.0,15.0,0
6475,1.0,0.0,0.0,1.0,3.0,1.0,3.0,2.0,0.0,0.0,0.0,7.0,0
6476,2.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,2.0,0.0,0.0,15.0,0
6477,2.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,3.0,2.0,0.0,17.0,0
6478,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,2.0,0.0,15.0,0
6479,1.0,0.0,0.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,0.0,17.0,0
6480,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,15.0,0
6481,1.0,0.0,0.0,1.0,1.0,0.0,4.0,2.0,3.0,2.0,0.0,15.0,0
6482,1.0,0.0,0.0,1.0,3.0,4.0,4.0,1.0,1.0,1.0,0.0,15.0,0
6483,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,15.0,0
6484,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,0.0,0.0,15.0,0
6485,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,17.0,0
6486,2.0,1.0,0.0,1.0,3.0,1.0,4.0,2.0,2.0,2.0,0.0,1.0,0
6487,1.0,0.0,0.0,1.0,3.0,1.0,1.0,3.0,0.0,2.0,0.0,4.0,0
6488,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,13.0,0
6489,1.0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,0
6490,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,6.0,0
6491,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,15.0,0
6492,2.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,3.0,2.0,0.0,15.0,0
6493,2.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0
6494,2.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0
6495,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,0.0,1.0,15.0,0
6496,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,15.0,0
6497,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,15.0,0
6498,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,10.0,0
6499,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,15.0,0
6500,2.0,1.0,1.0,1.0,3.0,3.0,4.0,1.0,0.0,2.0,1.0,15.0,0
6501,2.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,2.0,2.0,0.0,12.0,0
6502,1.0,0.0,0.0,1.0,3.0,1.0,0.0,3.0,0.0,2.0,0.0,11.0,0
6503,1.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,3.0,2.0,0.0,15.0,0
6504,1.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,15.0,0
6505,1.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0
6506,2.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,2.0,2.0,1.0,15.0,0
6507,1.0,0.0,0.0,1.0,3.0,0.0,3.0,2.0,3.0,2.0,0.0,15.0,0
6508,1.0,0.0,0.0,1.0,3.0,1.0,3.0,1.0,2.0,0.0,0.0,10.0,0
6509,0.0,0.0,0.0,1.0,4.0,3.0,3.0,0.0,1.0,2.0,0.0,15.0,0
6510,2.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,2.0,0.0,0.0,10.0,0
6511,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,15.0,0
6512,1.0,0.0,0.0,1.0,3.0,1.0,3.0,0.0,2.0,2.0,1.0,15.0,0
6513,1.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,3.0,0.0,0.0,15.0,0
6514,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,15.0,0
6515,1.0,0.0,0.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,8.0,0
6516,1.0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,0.0,10.0,0
6517,1.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,2.0,1.0,17.0,0
6518,2.0,0.0,0.0,1.0,3.0,1.0,0.0,2.0,3.0,1.0,0.0,15.0,0
6519,1.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,0
6520,1.0,0.0,0.0,1.0,3.0,1.0,0.0,2.0,2.0,0.0,0.0,17.0,0
6521,1.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,15.0,0
6522,1.0,0.0,0.0,1.0,3.0,1.0,0.0,2.0,2.0,0.0,0.0,17.0,0
6523,2.0,1.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,2.0,0.0,15.0,0
6524,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,11.0,0
6525,2.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,3.0,2.0,1.0,15.0,0
6526,2.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,2.0,2.0,1.0,15.0,0
6527,1.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,2.0,0.0,1.0,15.0,0
6528,1.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,0.0,2.0,0.0,8.0,0
6529,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0,4.0,0
6530,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,3.0,2.0,1.0,11.0,0
6531,2.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,0.0,10.0,0
6532,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,15.0,0
6533,1.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,3.0,2.0,0.0,15.0,0
6534,1.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,2.0,0.0,6.0,0
6535,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,6.0,0
6536,1.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,17.0,0
6537,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,1.0,0
6538,1.0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,2.0,0.0,0.0,4.0,0
6539,2.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,2.0,0.0,0.0,15.0,0
6540,1.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0
6541,1.0,0.0,0.0,1.0,4.0,1.0,3.0,2.0,0.0,2.0,1.0,15.0,0
6542,1.0,0.0,0.0,1.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,17.0,0
6543,1.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,0.0,15.0,0
6544,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,6.0,0
6545,2.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,2.0,2.0,0.0,15.0,0
6546,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,7.0,0
6547,1.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,0.0,17.0,0
6548,1.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,3.0,2.0,0.0,15.0,0
6549,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,2.0,2.0,0.0,15.0,0
6550,2.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,0.0,2.0,0.0,11.0,0
6551,2.0,0.0,0.0,1.0,3.0,0.0,4.0,2.0,2.0,2.0,1.0,12.0,0
6552,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,2.0,0.0,4.0,0
6553,2.0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,0.0,4.0,0
6554,2.0,0.0,0.0,1.0,3.0,1.0,1.0,4.0,2.0,0.0,0.0,15.0,0
6555,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,19.0,0
6556,1.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,0.0,1.0,0
6557,1.0,0.0,0.0,1.0,3.0,0.0,3.0,3.0,3.0,2.0,0.0,15.0,0
6558,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,15.0,0
6559,1.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,3.0,2.0,0.0,15.0,0
6560,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,1.0,4.0,0
6561,2.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,2.0,2.0,0.0,4.0,0
6562,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,2.0,0.0,15.0,0
6563,2.0,0.0,0.0,1.0,3.0,0.0,4.0,0.0,2.0,2.0,1.0,0.0,0
6564,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,15.0,0
6565,2.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,0.0,2.0,0.0,17.0,0
6566,2.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,0.0,10.0,0
6567,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,3.0,2.0,0.0,2.0,0
6568,1.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,2.0,1.0,15.0,0
6569,2.0,0.0,0.0,1.0,3.0,1.0,3.0,3.0,0.0,2.0,0.0,2.0,0
6570,2.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,0
6571,2.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,3.0,1.0,1.0,6.0,0
6572,1.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,2.0,0.0,11.0,0
6573,1.0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,2.0,0.0,0.0,10.0,0
6574,1.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,15.0,0
6575,2.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,3.0,2.0,0.0,15.0,0
6576,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,8.0,0
6577,2.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,2.0,0.0,0.0,15.0,0
6578,2.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,15.0,0
6579,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,15.0,0
6580,1.0,0.0,0.0,0.0,3.0,1.0,3.0,3.0,0.0,2.0,0.0,15.0,0
6581,0.0,0.0,0.0,1.0,3.0,1.0,0.0,2.0,2.0,2.0,0.0,15.0,0
6582,2.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,0.0,2.0,0.0,15.0,0
6583,2.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,17.0,0
6584,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,11.0,0
6585,2.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,15.0,0
6586,1.0,1.0,0.0,0.0,3.0,0.0,1.0,2.0,1.0,2.0,0.0,15.0,0
6587,1.0,0.0,0.0,1.0,4.0,0.0,0.0,3.0,0.0,2.0,0.0,15.0,0
6588,1.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,2.0,1.0,11.0,0
6589,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,3.0,2.0,0.0,15.0,0
6590,1.0,0.0,0.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,0.0,12.0,0
6591,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,10.0,0
6592,0.0,0.0,0.0,1.0,3.0,1.0,0.0,3.0,2.0,2.0,0.0,15.0,0
6593,1.0,1.0,0.0,1.0,3.0,1.0,3.0,0.0,3.0,2.0,1.0,13.0,0
6594,1.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,0
6595,0.0,0.0,0.0,1.0,2.0,0.0,4.0,4.0,3.0,2.0,0.0,15.0,0
6596,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,13.0,0
6597,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,11.0,0
6598,1.0,0.0,0.0,0.0,4.0,3.0,4.0,0.0,1.0,1.0,0.0,15.0,0
6599,2.0,0.0,0.0,1.0,3.0,0.0,4.0,2.0,2.0,0.0,0.0,17.0,0
6600,1.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,2.0,2.0,0.0,15.0,0
6601,2.0,1.0,0.0,1.0,3.0,0.0,3.0,2.0,3.0,2.0,0.0,1.0,0
6602,1.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,2.0,2.0,0.0,15.0,0
6603,1.0,0.0,0.0,1.0,2.0,1.0,0.0,4.0,3.0,2.0,0.0,15.0,0
6604,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,9.0,0
6605,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,15.0,0
6606,2.0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,0.0,6.0,0
6607,1.0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,0.0,11.0,0
6608,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,19.0,0
6609,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,17.0,0
6610,1.0,0.0,0.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,0.0,15.0,0
6611,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,11.0,0
6612,2.0,1.0,0.0,1.0,3.0,0.0,1.0,4.0,2.0,1.0,0.0,15.0,0
6613,1.0,0.0,0.0,1.0,1.0,1.0,4.0,2.0,3.0,2.0,0.0,1.0,0
6614,1.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,10.0,0
6615,2.0,0.0,0.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,0.0,15.0,0
6616,1.0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,15.0,0
6617,1.0,0.0,0.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,0.0,15.0,0
6618,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,15.0,0
6619,2.0,1.0,0.0,1.0,2.0,0.0,0.0,4.0,3.0,2.0,0.0,15.0,0
6620,1.0,0.0,0.0,1.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0,11.0,0
6621,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,2.0,0.0,13.0,0
6622,1.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,2.0,0.0,1.0,15.0,0
6623,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,17.0,0
6624,1.0,0.0,0.0,1.0,3.0,0.0,4.0,1.0,0.0,2.0,1.0,11.0,0
6625,0.0,0.0,0.0,1.0,1.0,0.0,4.0,2.0,3.0,2.0,1.0,0.0,0
6626,1.0,0.0,0.0,1.0,3.0,1.0,1.0,3.0,0.0,2.0,0.0,15.0,0
6627,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,17.0,0
6628,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,17.0,0
6629,1.0,0.0,1.0,1.0,3.0,0.0,4.0,3.0,3.0,2.0,0.0,15.0,0
6630,1.0,0.0,0.0,1.0,4.0,0.0,3.0,2.0,3.0,2.0,0.0,1.0,0
6631,1.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,0.0,2.0,0.0,15.0,0
6632,2.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,2.0,0.0,15.0,0
6633,1.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0
6634,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,15.0,0
6635,1.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,3.0,2.0,0.0,15.0,0
6636,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,9.0,0
